Id,SalePrice
1461,126813.473
1462,154731.83
1463,181285.972
1464,184086.633
1465,199274.209
1466,182933.239
1467,167343.573
1468,175500.298
1469,182412.098
1470,121361.357
1471,196749.331
1472,93535.921
1473,97003.956
1474,155374.377
1475,143791.439
1476,386668.651
1477,253040.582
1478,303545.299
1479,249241.496
1480,456799.377
1481,312644.043
1482,207564.314
1483,177266.913
1484,178055.819
1485,172837.844
1486,197577.163
1487,334205.341
1488,240209.952
1489,212245.069
1490,198561.727
1491,192387.633
1492,97508.696
1493,174997.291
1494,299366.825
1495,299907.694
1496,228222.842
1497,192896.925
1498,154300.323
1499,152968.346
1500,152836.279
1501,173318.623
1502,165873.332
1503,301500.98
1504,230008.294
1505,217056.706
1506,183391.925
1507,221556.921
1508,201280.91
1509,163870.29
1510,151552.138
1511,151480.315
1512,170765.195
1513,149079.115
1514,159119.468
1515,178138.404
1516,159737.241
1517,154049.285
1518,129021.806
1519,224983.647
1520,139592.775
1521,146192.659
1522,160573.558
1523,114810.984
1524,122391.303
1525,124270.964
1526,128084.038
1527,100664.553
1528,128498.274
1529,143620.021
1530,169059.888
1531,133406.835
1532,107764.927
1533,146255.829
1534,116435.07
1535,157007.223
1536,114947.453
1537,76832.248
1538,184069.375
1539,234931.508
1540,114004.176
1541,149524.627
1542,143886.964
1543,218232.572
1544,80430.087
1545,104197.195
1546,120728.043
1547,141112.702
1548,135441.542
1549,112280.98
1550,141306.087
1551,117409.083
1552,147814.122
1553,144178.98
1554,114983.599
1555,169019.499
1556,96556.446
1557,127695.657
1558,92618.087
1559,119628.11
1560,151739.546
1561,152122.039
1562,127257.623
1563,125254.138
1564,163601.284
1565,155907.185
1566,219083.496
1567,79416.436
1568,226002.426
1569,149493.036
1570,129959.952
1571,133881.349
1572,146769.447
1573,240973.697
1574,117850.464
1575,212996.353
1576,216126.318
1577,205993.451
1578,149380.761
1579,144132.105
1580,190887.24
1581,142992.453
1582,130400.243
1583,331553.581
1584,242058.028
1585,140346.55
1586,74235.337
1587,105436.383
1588,154798.406
1589,101665.818
1590,132812.813
1591,106217.742
1592,123796.914
1593,117499.428
1594,142395.532
1595,122320.742
1596,233168.81
1597,166928.956
1598,184114.4
1599,210664.457
1600,193275.862
1601,79860.347
1602,114710.247
1603,95443.115
1604,280346.144
1605,249773.959
1606,167936.876
1607,161401.514
1608,213662.631
1609,200513.163
1610,162211.351
1611,150896.218
1612,167844.184
1613,165268.251
1614,122966.208
1615,88241.5
1616,82820.465
1617,87664.195
1618,128132.699
1619,131086.908
1620,149673.147
1621,134854.323
1622,154720.484
1623,294796.278
1624,215658.945
1625,129274.977
1626,171265.09
1627,188125.206
1628,283031.244
1629,176237.214
1630,349894.294
1631,219786.78
1632,247108.049
1633,169235.694
1634,181236.328
1635,178611.184
1636,160559.973
1637,176601.082
1638,214587.991
1639,179393.289
1640,247866.232
1641,183996.966
1642,224856.858
1643,223934.307
1644,225259.824
1645,181385.567
1646,154966.781
1647,163516.096
1648,141977.871
1649,140438.75
1650,122509.26
1651,123757.322
1652,93001.9
1653,98224.162
1654,158017.68
1655,157277.972
1656,151103.101
1657,155585.497
1658,154918.26
1659,147004.736
1660,144067.35
1661,428571.996
1662,389071.913
1663,374410.111
1664,443086.84
1665,313281.268
1666,331820.067
1667,359923.208
1668,328416.17
1669,299063.203
1670,333551.287
1671,260798.929
1672,457705.946
1673,300835.828
1674,251488.475
1675,188487.964
1676,191007.959
1677,215350.134
1678,459360.487
1679,379658.467
1680,324625.625
1681,271080.168
1682,304085.122
1683,187073.653
1684,170710.217
1685,173530.271
1686,167483.229
1687,166959.809
1688,187014.031
1689,189519.612
1690,183261.542
1691,174186.076
1692,268292.815
1693,169989.927
1694,184401.5
1695,170827.46
1696,266255.132
1697,172184.896
1698,347379.532
1699,328027.952
1700,241774.168
1701,263370.835
1702,253762.479
1703,251025.776
1704,296091.312
1705,236259.9
1706,443513.186
1707,223871.593
1708,221076.474
1709,281592.435
1710,225603.721
1711,266437.095
1712,235285.962
1713,246534.314
1714,222600.281
1715,201887.427
1716,178066.471
1717,166813.002
1718,140330.066
1719,204804.297
1720,250721.387
1721,167098.141
1722,131092.128
1723,157701.526
1724,214392.993
1725,229836.658
1726,188187.268
1727,169802.08
1728,189238.512
1729,163516.199
1730,160184.675
1731,122273.092
1732,132960.189
1733,126315.613
1734,131668.981
1735,133257.349
1736,117224.174
1737,368819.43
1738,218039.566
1739,271751.52
1740,192356.84
1741,179367.044
1742,172582.532
1743,173780.072
1744,315982.381
1745,243572.311
1746,274599.165
1747,218729.403
1748,207088.935
1749,160970.186
1750,150152.943
1751,227967.534
1752,123797.672
1753,139853.958
1754,215574.955
1755,166806.051
1756,124139.338
1757,120362.405
1758,149133.078
1759,167356.693
1760,161309.176
1761,153077.67
1762,175186.136
1763,166206.56
1764,118766.887
1765,165414.617
1766,171214.33
1767,200036.084
1768,140361.55
1769,165700.449
1770,140880.669
1771,139256.04
1772,141715.39
1773,144185.889
1774,130663.183
1775,135013.418
1776,119717.883
1777,117255.51
1778,132178.314
1779,114951.218
1780,176892.457
1781,133908.161
1782,99800.172
1783,130513.581
1784,97294.285
1785,117476.524
1786,153029.065
1787,167939.093
1788,62149.946
1789,95187.768
1790,90232.468
1791,176609.533
1792,152805.303
1793,138813.925
1794,142056.89
1795,139401.585
1796,121447.043
1797,114465.024
1798,126846.504
1799,117762.937
1800,128453.629
1801,129632.186
1802,147949.96
1803,146567.446
1804,140914.36
1805,135831.4
1806,114810.853
1807,146343.827
1808,119002.244
1809,127074.498
1810,148157.581
1811,114284.586
1812,114658.352
1813,121206.768
1814,100617.505
1815,63973.031
1816,102432.966
1817,121769.929
1818,136610.663
1819,118533.57
1820,81891.982
1821,122206.196
1822,149438.698
1823,58514.432
1824,136560.979
1825,139063.158
1826,103023.282
1827,109073.929
1828,136728.492
1829,112447.336
1830,142220.124
1831,170277.581
1832,111701.85
1833,146312.982
1834,134274.824
1835,171145.091
1836,126872.67
1837,102520.842
1838,135368.376
1839,89014.333
1840,167693.543
1841,151571.49
