Id,SalePrice
1461,122128.1790987422
1462,141531.74222259576
1463,178552.12185370867
1464,205118.29962162315
1465,209216.3869277983
1466,155985.12485380753
1467,168997.08995387726
1468,152112.79676662307
1469,175984.16023033805
1470,122688.61200533739
1471,76978.72831792288
1472,106997.17581269993
1473,109617.27813649584
1474,145336.6402690106
1475,132423.07883524618
1476,353249.7843339323
1477,257059.24123761867
1478,299285.1760106298
1479,313409.8760910704
1480,486359.8161614871
1481,337860.57135150017
1482,241977.04577308515
1483,172555.0290005773
1484,172576.73015693066
1485,181755.77313796213
1486,202540.9623699388
1487,358831.88203698426
1488,231312.310009462
1489,200739.18441433183
1490,243867.22057190016
1491,227760.4960327469
1492,79172.92132021398
1493,82424.55315045673
1494,330952.61418914725
1495,290146.10012101737
1496,271415.714880836
1497,195242.1037316195
1498,170187.51527449154
1499,150585.26102336062
1500,171524.30989163244
1501,206269.7633768403
1502,186390.43627255037
1503,275804.55006392
1504,253365.66260283845
1505,234460.29676301658
1506,207744.88708614165
1507,250502.42114245336
1508,149239.86339603385
1509,137496.14733277343
1510,139342.0037600778
1511,151188.77144163134
1512,194666.39694411677
1513,105336.71618135841
1514,175284.58062777756
1515,162572.0135353831
1516,126775.175901728
1517,173472.81829279647
1518,167413.22333056913
1519,209216.35670510706
1520,119780.22424169075
1521,119077.27859964252
1522,178492.8672678341
1523,127656.54971355053
1524,151806.042762372
1525,162439.33465398347
1526,111861.5679066518
1527,102250.5874589513
1528,156867.294094406
1529,158112.05139431803
1530,225185.40408665323
1531,144080.78780301794
1532,81125.35314344087
1533,146236.98263434952
1534,96180.83592387421
1535,113441.64302229379
1536,136597.07606935358
1537,27740.167237011305
1538,161498.0794492535
1539,162345.73813994107
1540,55453.952538752455
1541,144281.22879364569
1542,199811.8987462367
1543,167645.07673972572
1544,90897.09326351668
1545,137630.57834966932
1546,154788.62985672054
1547,160105.66089372456
1548,154270.08599224026
1549,82744.40884389546
1550,128396.01637858465
1551,103961.98512405578
1552,141760.05051058196
1553,110690.33499836303
1554,148290.57481108568
1555,176533.2726781525
1556,118460.093123558
1557,118143.52890741527
1558,99286.89682364337
1559,89782.70177193794
1560,201930.05054792014
1561,82372.12423931171
1562,138559.805648191
1563,112409.84305811753
1564,147683.6314269771
1565,172295.42069333178
1566,248497.23341721718
1567,89741.7570907275
1568,273145.3923253933
