Id,SalePrice
1461,124976.37
1462,154701.38
1463,188994.84
1464,198638.8
1465,181796.66
1466,177233.75
1467,170419.47
1468,172708.64
1469,180154.06
1470,127146.37
1471,201415.94
1472,95251.7
1473,99897.25
1474,153898.19
1475,137071.9
1476,383386.3
1477,259049.8
1478,309545.47
1479,212837.84
1480,482048.78
1481,305486.94
1482,202628.0
1483,170615.52
1484,176706.42
1485,172601.28
1486,196767.7
1487,323724.9
1488,243625.58
1489,214734.11
1490,215087.14
1491,182415.31
1492,91698.03
1493,195458.47
1494,286608.94
1495,278834.47
1496,233577.48
1497,182229.38
1498,162976.17
1499,155740.72
1500,155519.34
1501,181510.03
1502,156617.8
1503,291165.1
1504,220028.92
1505,225365.1
1506,183452.56
1507,247877.55
1508,205509.2
1509,161267.1
1510,146289.14
1511,144439.69
1512,175674.03
1513,149994.52
1514,170323.05
1515,182300.06
1516,163720.61
1517,145131.98
1518,129490.875
1519,240093.1
1520,138862.31
1521,139588.67
1522,163915.05
1523,114598.875
1524,126365.92
1525,126066.54
1526,121717.47
1527,105866.32
1528,124586.14
1529,152657.27
1530,175868.66
1531,115567.36
1532,99671.38
1533,137491.98
1534,123228.89
1535,158146.47
1536,119292.805
1537,82035.39
1538,175374.17
1539,153702.45
1540,100749.234
1541,146934.92
1542,139729.53
1543,216143.7
1544,76477.516
1545,103108.07
1546,133511.9
1547,144596.94
1548,140475.44
1549,112607.5
1550,152742.1
1551,105046.484
1552,144574.03
1553,155778.84
1554,113918.67
1555,175720.58
1556,85258.58
1557,96275.63
1558,89497.24
1559,74405.97
1560,131132.69
1561,151518.95
1562,131705.56
1563,119077.375
1564,151231.78
1565,153082.72
1566,224282.8
1567,64072.113
1568,232236.55
1569,152168.0
1570,139222.64
1571,128855.28
1572,150111.67
1573,246357.84
1574,102434.24
1575,224634.38
1576,241721.31
1577,197666.83
1578,148586.23
1579,150498.11
1580,189978.5
1581,153754.56
1582,130372.7
1583,341168.3
1584,228661.39
1585,141852.88
1586,75564.61
1587,96327.664
1588,159597.19
1589,92687.19
1590,134749.92
1591,96021.305
1592,106718.71
1593,127982.484
1594,133196.34
1595,105599.85
1596,244394.7
1597,193237.73
1598,209997.56
1599,178629.44
1600,173516.34
1601,71490.53
1602,111708.85
1603,83843.86
1604,275176.1
1605,240612.58
1606,168959.31
1607,162660.77
1608,212377.56
1609,196861.72
1610,158462.86
1611,140089.14
1612,160416.02
1613,154654.45
1614,123127.484
1615,94847.73
1616,75881.305
1617,88675.77
1618,129605.375
1619,139322.03
1620,139827.73
1621,137890.16
1622,150445.05
1623,317933.34
1624,225513.22
1625,122440.85
1626,159419.0
1627,193907.48
1628,283558.22
1629,178480.0
1630,412263.66
1631,226925.69
1632,233568.67
1633,169740.98
1634,185105.81
1635,180278.5
1636,153963.69
1637,184592.81
1638,203936.58
1639,173414.02
1640,253797.25
1641,178543.31
1642,238146.36
1643,204624.75
1644,232089.19
1645,188513.39
1646,156969.81
1647,162630.45
1648,129728.34
1649,143279.36
1650,110274.93
1651,117034.71
1652,95450.82
1653,94383.33
1654,145901.27
1655,154304.56
1656,147058.05
1657,149451.98
1658,147014.19
1659,145015.47
1660,152489.52
1661,471704.84
1662,416316.34
1663,376237.53
1664,367959.94
1665,319139.47
1666,301550.1
1667,343796.6
1668,334896.56
1669,316093.0
1670,332269.2
1671,258156.3
1672,491977.66
1673,297173.78
1674,251703.67
1675,189128.97
1676,194827.33
1677,222542.94
1678,466691.16
1679,432872.5
1680,332719.53
1681,255790.28
1682,300219.53
1683,179136.3
1684,165288.88
1685,175846.19
1686,168270.53
1687,160290.22
1688,183535.62
1689,190115.48
1690,182599.25
1691,178382.53
1692,275324.12
1693,165903.33
1694,186672.75
1695,162025.12
1696,286451.8
1697,177088.58
1698,389965.4
1699,327626.22
1700,251696.38
1701,262892.16
1702,251761.7
1703,241984.88
1704,287169.28
1705,223886.5
1706,492175.44
1707,224833.83
1708,213501.75
1709,291732.22
1710,209105.64
1711,262459.12
1712,210000.89
1713,257630.62
1714,219669.47
1715,211261.12
1716,175312.02
1717,166739.89
1718,128356.61
1719,192314.92
1720,248526.64
1721,157551.8
1722,122103.68
1723,156344.64
1724,209440.5
1725,238997.97
1726,195556.55
1727,154352.75
1728,178469.73
1729,169561.9
1730,169144.83
1731,130329.69
1732,131666.61
1733,114263.85
1734,114391.78
1735,132228.25
1736,113708.9
1737,346654.6
1738,211883.72
1739,271390.94
1740,211272.98
1741,186436.39
1742,175576.95
1743,174678.75
1744,301277.16
1745,238171.44
1746,234447.62
1747,212053.06
1748,227615.95
1749,154996.8
1750,128889.2
1751,236156.28
1752,117926.51
1753,137308.38
1754,202405.66
1755,171226.84
1756,129745.234
1757,124067.586
1758,148506.98
1759,166235.94
1760,163974.7
1761,140279.47
1762,164176.66
1763,177101.9
1764,114090.625
1765,156702.88
1766,171843.67
1767,206022.38
1768,148222.38
1769,154445.27
1770,147237.81
1771,130580.42
1772,128419.08
1773,138803.67
1774,124747.18
1775,147152.75
1776,121387.664
1777,110932.46
1778,139136.06
1779,120530.65
1780,177333.19
1781,133561.4
1782,100349.17
1783,141555.33
1784,102686.805
1785,131123.34
1786,156769.8
1787,181676.38
1788,57124.035
1789,92703.484
1790,90694.5
1791,173150.98
1792,160302.47
1793,125272.28
1794,151923.98
1795,133147.23
1796,127782.46
1797,118588.35
1798,122173.13
1799,112641.984
1800,124372.89
1801,134423.06
1802,141845.95
1803,142530.58
1804,143805.61
1805,130902.4
1806,111522.64
1807,129478.97
1808,117471.99
1809,122197.125
1810,145632.67
1811,109775.99
1812,111655.25
1813,125111.73
1814,96436.945
1815,52617.887
1816,101879.63
1817,129327.66
1818,142358.28
1819,119864.586
1820,64354.17
1821,107190.74
1822,161171.81
1823,36535.18
1824,139193.52
1825,133448.25
1826,100079.31
1827,103547.75
1828,137757.42
1829,116394.56
1830,157446.89
1831,155034.1
1832,90874.734
1833,137350.84
1834,118670.37
1835,141342.06
1836,125419.71
1837,93630.85
1838,134984.92
1839,90892.62
1840,178816.58
1841,148620.9
1842,79989.81
1843,128996.37
1844,146310.6
1845,135120.39
1846,154043.06
1847,156741.1
1848,54610.605
1849,110754.914
1850,121529.83
1851,157620.98
1852,127166.16
1853,136820.08
1854,168580.0
1855,136784.03
1856,222847.34
1857,147165.02
1858,142219.28
1859,115829.84
1860,152538.3
1861,117513.47
1862,263739.62
1863,262097.67
1864,262097.67
1865,329313.72
1866,322792.84
1867,241465.6
1868,299337.22
1869,208849.33
1870,245116.72
1871,250721.47
1872,165946.7
1873,226501.62
1874,143369.22
1875,197528.06
1876,191334.25
1877,218431.97
1878,212375.89
1879,142289.81
1880,135763.69
1881,223477.56
1882,245279.1
1883,190923.72
1884,212727.36
1885,259321.53
1886,306644.72
1887,207940.98
1888,276597.0
1889,159582.61
1890,139284.67
1891,144705.08
1892,104223.66
1893,127965.59
1894,122606.445
1895,137967.03
1896,124003.055
1897,119833.07
1898,110760.2
1899,156087.31
1900,155215.9
1901,172670.12
1902,132959.86
1903,221386.1
1904,151448.33
1905,207238.11
1906,167990.3
1907,208770.4
1908,114990.52
1909,132987.2
1910,122404.03
1911,211709.23
1912,273982.38
1913,159915.31
1914,58411.027
1915,306620.53
1916,68913.61
1917,266722.53
1918,143689.23
1919,157901.2
1920,140149.27
1921,430389.7
1922,322481.44
1923,223450.6
1924,245038.0
1925,199110.67
1926,395991.12
1927,138507.03
1928,157463.48
1929,124910.89
1930,132393.02
1931,144261.5
1932,138801.36
1933,185507.8
1934,184284.92
1935,179651.88
1936,191425.19
1937,185621.48
1938,174825.62
1939,235425.03
1940,179413.84
1941,174517.97
1942,191644.58
1943,191840.8
1944,335147.03
1945,388443.9
1946,169065.5
1947,317299.5
1948,191564.55
1949,239279.14
1950,179901.03
1951,275764.28
1952,223490.52
1953,172597.83
1954,180348.19
1955,132851.02
1956,277136.8
1957,150843.53
1958,319196.66
1959,129977.83
1960,120188.484
1961,124496.47
1962,96619.914
1963,102707.36
1964,115887.8
1965,143793.3
1966,151163.6
1967,304727.44
1968,464653.94
1969,406230.06
1970,470744.88
1971,480007.6
1972,377573.9
1973,277380.78
1974,322299.72
1975,400824.06
1976,267352.8
1977,335224.38
1978,402573.28
1979,331408.5
1980,195479.0
1981,343574.0
1982,240237.78
1983,211002.62
1984,159540.7
1985,211494.92
1986,202332.34
1987,178932.92
1988,180828.0
1989,188001.72
1990,215329.12
1991,265404.7
1992,215162.77
1993,163680.3
1994,238254.98
1995,175347.69
1996,241341.3
1997,287377.03
1998,300008.56
1999,258071.34
2000,307011.88
2001,267273.88
2002,235125.66
2003,235743.83
2004,255702.9
2005,205495.27
2006,223073.2
2007,244445.8
2008,221136.67
2009,197615.73
2010,179680.1
2011,144458.89
2012,172257.56
2013,184302.81
2014,190130.45
2015,202035.5
2016,200378.22
2017,196820.86
2018,127206.984
2019,138003.6
2020,113485.766
2021,116110.63
2022,178627.75
2023,149460.5
2024,235162.97
2025,381165.84
2026,176073.36
2027,152748.33
2028,143819.38
2029,173815.33
2030,263948.3
2031,244793.61
2032,264797.97
2033,250872.1
2034,165798.86
2035,212614.95
2036,183719.62
2037,199962.11
2038,334640.6
2039,218195.19
2040,377649.34
2041,290616.1
2042,197683.92
2043,170158.2
2044,167650.47
2045,193191.45
2046,137280.14
2047,144498.14
2048,142004.34
2049,134335.1
2050,176368.81
2051,103437.72
2052,131444.44
2053,148628.4
2054,80750.57
2055,162864.17
2056,138522.69
2057,122913.125
2058,235347.88
2059,122842.34
2060,172080.94
2061,177008.73
2062,134229.97
2063,117800.23
2064,139715.42
2065,125719.1
2066,173764.22
2067,108784.31
2068,127793.53
2069,83159.266
2070,113923.016
2071,96451.484
2072,123331.12
2073,136342.25
2074,160797.31
2075,145747.16
2076,118783.88
2077,154115.72
2078,131600.22
2079,129996.36
2080,121078.53
2081,125042.02
2082,132069.33
2083,142816.61
2084,114734.15
2085,126849.805
2086,118741.81
2087,116115.055
2088,100771.516
2089,77942.79
2090,131312.25
2091,130645.92
2092,132747.86
2093,139342.36
2094,122866.625
2095,146849.31
2096,79429.9
2097,94485.57
2098,150000.7
2099,57851.58
2100,85419.08
2101,121528.51
2102,124517.75
2103,101916.19
2104,126567.945
2105,126218.95
2106,70022.555
2107,231667.31
2108,117679.35
2109,116000.6
2110,129289.31
2111,142224.4
2112,144580.92
2113,125907.37
2114,101571.83
2115,156330.28
2116,120873.32
2117,147302.77
2118,121434.47
2119,102508.61
2120,116165.33
2121,83311.6
2122,110898.72
2123,84135.41
